О ЗАКОНѢ, МОИСѢОМЪ ДАНѢѢМЪ, И О БЛАГОДѢТИ И ИСТИНѢ, ИСУСОМЪ ХРИСТОМЪ БЫВШИИ[1] И КАКО ЗАКОНЪ ОТИДЕ, БЛАГОДѢТЬ ЖЕ И ИСТИНА ВСЮ ЗЕМЛЮ ИСПОЛНИ, И ВѢРА ВЪ ВСЯ ЯЗЫКЫ ПРОСТРЕСЯ И ДО НАШЕГО ЯЗЫКА РУСКАГО, И ПОХВАЛА КАГАНУ[2] НАШЕМУ ВЛОДИМЕРУ, ОТ НЕГОЖЕ КРЕЩЕНИ БЫХОМЪ, И МОЛИТВА КЪ БОГУ ОТ ВСЕА ЗЕМЛЯ НАШЕА	О ЗАКОНЕ, ДАННОМ МОИСЕЕМ, И О БЛАГОДАТИ И ИСТИНЕ, ЯВЛЕННОЙ ИИСУСОМ ХРИСТОМ, И КАК ЗАКОН МИНОВАЛ, А БЛАГОДАТЬ И ИСТИНА НАПОЛНИЛА ВСЮ ЗЕМЛЮ, И ВЕРА РАСПРОСТРАНИЛАСЬ ВО ВСЕХ НАРОДАХ ВПЛОТЬ ДО НАШЕГО НАРОДА РУССКОГО; И ПОХВАЛА ВЕЛИКОМУ КНЯЗЮ НАШЕМУ ВЛАДИМИРУ, КОИМ МЫ БЫЛИ КРЕЩЕНЫ; И МОЛИТВА К БОГУ ОТ ВСЕЙ ЗЕМЛИ НАШЕЙ
Господи, благослови, отче.[3]	Господи, благослови, отче.
«Благословленъ Господь Богъ Израилевъ», Богъ христианескъ, «яко посѣти и сътвори избавление людемь своимъ»,[4] яко не презрѣ до конца твари своеа идольскыимъ мракомъ одержимѣ быти и бѣсовьскыимъ служеваниемь гыбнути. Нъ оправдѣ прежде племя Авраамле[5] скрижальми[6] и закономъ, послѣжде же сыномъ своимъ вся языкы спасе Евангелиемь и крещениемь, въводя á въ обновление пакыбытиа, въ жизнь вѣчьную.	«Благословен Господь Бог Израилев», Бог христианский, «что посетил народ свой и сотворил избавление ему»! Ибо вовсе не попустил творению своему пребывать во власти идольской тьмы и погибать в служении бесовском. Но прежде скрижалями и законом оправдал род Авраамов, затем же сыном своим спас все народы, Евангелием и крещением путеводя их в обновление возрождения, в жизнь вечную.
Да хвалимъ его убо и прославляемь хвалимааго от ангелъ беспрѣстани, и поклонимся ему, емуже покланяются херувими и серафими, яко, призря, призрѣ на люди своа[7] и не солъ, ни вѣстникъ, нъ Самъ спасе ны,[8] не привидѣниемь пришедъ на землю, но истинно, пострадавъ за ны плотию и до гроба и съ собою въскрѣсив ны.	Восхвалим же и прославим его, непрестанно восхваляемого ангелами, и поклонимся тому, кому поклоняются херувимы и серафимы! Ибо, призирая, призрел на народ свой. И не посредник, не ангел, но Сам спас нас, не призрачно придя на землю, но истинно, плотию пострадав за нас — и до смерти! — и с собою воскресив нас.
Къ живущиимъ бо на земли человѣкомъ въ плоть одѣвься приде, къ сущиимъ же въ адѣ распятиемь и въ гробѣ полежаниемь съниде,[9] да обои, и живии и мертвии познають посѣщение свое[10] и Божие прихождение и рзумѣють, яко тъ есть живыимъ и мертвыимъ крѣпокъ и силенъ Богъ.[11]	Ибо, в плоть облекшись, к живущим на земле пришел, распятие же претерпев и погребение, к пребывающим в аду сошел, да и те, и другие, — и живые, и мертвые, — узнают <день> посещения своего и пришествия Божия и уразумеют, что он — всемогущий и всесильный Бог живых и мертвых.
Кто бо великъ, яко Богъ нашь. Тъ единъ творяи чюдеса,[12] положи законъ на проуготование истинѣ и благодѣти, да въ немь обыкнеть человѣчьско естьство, от многобожества идольскааго укланяяся, въ единого Бога вѣровати, да яко съсудъ скверненъ человѣчьство, помовенъ водою, закономъ и обрѣзаниемь, прииметь млѣко благодѣти и крещениа.	И кто столь велик, как Бог наш? Он, «един творящий чудеса», уставил закон в предуготовление истины и благодати, чтобы <пестуемое> в нем человеческое естество, уклоняясь от языческого многобожия, обыкло веровать в единого Бога, чтобы, подобно оскверненному сосуду, человечество, будучи, как водою, омыто законом и обрезанием, смогло воспринять млеко благодати и крещения.
Законъ бо прѣдътечя бѣ и слуга благодѣти и истинѣ, истина же и благодѣть слуга будущему вѣку, жизни нетлѣннѣи. Яко законъ привождааше възаконеныа къ благодѣтьному крещению, крещение же сыны своа прѣпущаеть на вѣчную жизнь. Моисѣ бо и пророци о Христовѣ пришествии повѣдааху, Христос же и апостоли его о въскресении и о будущиимъ вѣцѣ.	Ведь закон предтечей был и служителем благодати и истины, истина же и благодать — служитель будущего века, жизни нетленной. Ибо закон приводил подзаконных к благодатному крещению, а крещение провождает сынов своих в жизнь вечную. Моисей ведь и пророки проповедали о пришествии Христовом, Христос же и апостолы — о воскресении и жизни будущего века.
Еже поминати въ писании семь и пророчьскаа проповѣданиа о Христѣ, и апостольскаа учениа о будущиимъ вѣцѣ, то излиха есть и на тъщеславие съкланяяся. Еже бо въ инѣх книгах писано и вами вѣдомо ти сде положити, то дръзости образъ есть и славохотию. Ни къ невѣдущиимъ бо пишемь, нъ прѣизлиха насыштьшемся сладости книжныа, не къ врагомъ Божиемь иновѣрныимъ, нъ самѣмь сыномъ его, не къ странныимъ, нъ къ наслѣдникомъ небеснаго царьства. Но о законѣ, Моисѣемь данѣѣмь и о благодѣти и истинѣ, Христосомъ бывшии, повѣсть си есть, и что успѣ законъ, что ли благодѣть.	Поминать же в писании сем и пророческую проповедь о Христе, и апостольское учение о жизни будущего века излишне было бы и похоже на тщеславие. Ведь излагать здесь то, что в иных книгах писано и вам ведомо, есть признак дерзости и славолюбия. Ибо не несведущим мы пишем, но с преизбытком насытившимся книжной сладости, не враждующим с Богом иноверным, но истинным сынам его, не чуждым, но наследникам царства небесного. И повествование наше — о законе, данном Моисеем, и о благодати и истине, явленной Христом, и о том, чего достиг закон, и чего — благодать.
Прѣжде законъ, ти по томь благодѣть, прѣжде стѣнь, ти по томь истина. Образъ же закону и благодѣти Агаръ и Сарра, работнаа Агаръ и свободнаа Сарра, работнаа прѣжде, ти потомь свободнаа[13], да разумѣеть, иже чтеть![14]	Прежде <дан был=""> закон, затем же — благодать, прежде — тень, затем же — истина. Прообраз же закона и благодати — Агарь и Сарра, рабыня Агарь и свободная Сарра: прежде — рабыня, а потом — свободная, — да разумеет читающий!
Яко Авраамъ убо от уности своеи Сарру имѣ жену си, свободную, а не рабу, и Богъ убо прѣжде вѣкъ изволи и умысли сына своего въ миръ послати и тѣмь благодѣти явитися.[15]	И как Авраам от юности своей имел женою себе Сарру, свободную, а не рабу, так и Бог предвечно изволил и благорассудил послать Сына Своего в мир и им явить благодать.
