Въ лѣта 6923 <...>. Того же лѣта, июня въ 7, въ 4 час дни, тма бысть по всей земли, и солнце померче, якоже в распятии Христовѣ, и звѣзды явишася, и заря явися утренея и вечернея. И паки по едином часѣ Господь Богь дасть прощение всеми миру.[1] <...>	В год 6923 (1417). (...) В том же году, 7 июня, в 4 часа дня, была тьма по всей земле, и солнце померкло, как было при распятии Христовом, и звезды явились, и явилась заря утренняя и вечерняя. И через час вновь Господь дал прощение всему миру. (...)
Въ лѣта 6926 <...>. Того же лѣта, мѣсяца июля 12, изволением великого Спаса и пречистыя его Матери и святого чюдотворца Леонтия, епискупа Ростовского,[2] понуди господинъ Фотѣй митрополит Киевский и всея Руси и князь велики Василей Дмитриевичь епискупом быти граду Ростову и Ярославлю Дионисиа. Ему же своего ради смирения не хотѣвши, многи слезы пролиявшу, изначала бо желаше пустынное житие и труды, еже по Бозе. Они же поставиша его нужею,[3] и исполнися на немъ Божественное слово: «Ни хотящему, ни текущему, егоже постави пастыря стаду своему, еже стежа честною си кровию...» <...>	В год 6926 (1418). (...) В тот же год, 12 июля, изволением великого Спасителя и пречистой его Матери, и святого чудотворца Леонтия, епископа Ростовского, уговорили господин Фотий, митрополит Киевский и всея Руси, и великий князь Василий Дмитриевич Дионисия стать епископом города Ростова и Ярославля. Он же в своем смирении этого не хотел и много слез пролил, потому что прежде желал пустынником жить и трудиться ради Бога. Они же поставили его насильно, и сбылось с ним по Божественному слову: «Ни желающего, ни стремящегося поставил Бог пастырем стаду своему, собранному святой его кровью...» (...)
Въ лѣта 6945. Посла князь велики Василей Васильевичь дву князей Дмитриевъ Юрьевичевъ и прочих князей, с ними же многое множество безчисленных полковъ на реку Белеву, на царя Махмета. Сущу тому в мале, от нѣкоего царя выбегшу изъ Орды. И постави себѣ городъ на рецѣ на Белеве, от хврастия себе исплет, и снѣгом посыпа, и водою поли, и смерзеся крѣпко. И хотѣ ту зимовати. Князь же велики здума з братьею, хотя его изженути из своея земля. Яко приидоша на нь рустии князи, онъ же убояся князей рускихъ, поча мира просити и дѣти своя давати въ закладе, яко ни чинити ему ничтоже земли Руской пакости. Князи же рустии, видѣвше своихъ вой множество, а сих худо и недостаточество, и разгордѣшася, поидоша на нихъ. И бѣ нѣкто Григорей Протасьевъ сотвори крамолу, хотяше бо лестию промежь их миръ сотворитй, князи же рустии емше сему вѣру. Бѣ бо сей лестець прия Махмету царю, и не веляше им битися, мнящи мира. А сей въ то время Григорей Протасьевъ и посла ко царю, веля им в то время приити на руския полки своими, а рускимъ княземъ обещася стати заодинъ.	В год 6945 (1437). Послал великий князь Василий Васильевич двух князей Дмитриев Юрьевичей и других князей со многим множеством бесчисленных полков на реку Белеву на царя Махмета. Он сбежал от какого-то царя из Орды и было у него мало людей. Он поставил себе крепость на реке Белеве: стены приказал сплести из хвороста, и посыпать снегом, и полить водой, и все крепко смерзлось. И тут он хотел зимовать. А великий князь, посоветовавшись с братьями, решил изгнать его из своей земли. Когда пришли на Махмета русские князья, он испугался их, и начал просить мира, и предлагать своих детей в заложники в знак того, что он не будет причинять никакого зла Русской земле. А русские князья, видя, что у них войска множество, а у тех мало и оно плохое, возгордились, и пошли на татар. И был там некто Григорий Протасьев, совершивший измену, лживо предлагая заключить между ними мир, а русские князья поверили этому. Этот обманщик помогал царю Махмету, и не велел русским князьям, надеявшимся на мир, биться. А в это же время тот Григорий Протасьев послал к царю, веля ему тут же идти со своими на русские полки, а русским князьям обещал быть с ними заодно.
Царь же Махметъ собрався совоим худымъ воемъ, поиде противу князей руских, и князи, превозношение въ сердци их имущих, поидоша противу ихъ, кличюще, яко жрети хотяще. И гордости ради и множества грѣх, отпусти Богъ на насъ худое оно малое безбожных воинство, одолѣша тмочисленыхъ полкомъ нашимъ, яко неправедне ходящим и прежде своихъ губящим.[4] А Протасий онъ, бояринъ, ста съ татары на рустии вои, а слово свое измени. И многое множество избиено бысть руских вой, яко единому агаренину десяти или выше того одолѣти по реченному яко: «Языкъ, погубль совѣтъ есть, и не есть въ нихъ мудрости. Не смыслиша разумѣти сия вся, да приимутъ грядущее. Тако пожежнетъ единъ тысящу, а два двигнета тму, аще не бы Богъ отдалъ и Господь предалъ». И сице надъ сими сотворися, сии бо смиряяся, мира прося, а си превознесошася и погибоша. Тогда убиша князей множество и бояръ, а князи отбегоша въ мале дружине.	Царь же Махмет, собрашись с плохоньким своим войском, пошел на русских князей, и князья, превозносившие себя в сердце, пошли на них, крича, как будто проглотить хотели. И за гордость и множество грехов послал Бог на нас это плохонькое маленькое войско безбожных, и одолело оно многотысячные полки наши, потому что те, кто неправедно поступает, прежде всего своих губят. А этот Протасьев, боярин, стал с татарами против русского войска, а слову своему изменил. И многое множество русских воинов было убито, так что один агарянин десять наших или более того одолел, как сказано: «Они — народ, потерявший рассудок, и нет у них мудрости. Не смогли они рассудить, что с ними будет. Как бы мог один преследовать тысячу, а двое десять тысяч, если бы Бог их не предал и Господь не отдал их!» И так сталось с ними, потому что те, смиряясь, мира просили, а эти превозносились, и погибли. Тогда убили много князей и бояр, а князья убежали с малой дружиной.
Того же лѣта. Отъ Жития Сергиева чюдо о Белеве.[5]	В тот же год. Из Жития Сергия Белевское Чудо.
Ниже се молчаниемъ святаго чюдо Сергиа да покрыется. Бысть убо, Богу попущающу грѣх ради наших, овогда гладомъ казня нас, иногда нахожениемъ иноплеменных. Яко хощемъ ваший любви чюдную повѣсть прострети, паче же и умиления достойну. Случися убо, яко же преже рѣхом, нахожение безбожных татаръ и самому царю ординскому, именемъ Махметю, притти. И шедшимъ противу княземъ, и воеводамъ, и множества воинъства христьянскаго, и бысть сражение велие, и побежене быша безбожнии, и мнози от нихъ избьени падоша. Царю же съ воиноствомъ своимъ пристрашну бывшу, и вельми смиряющимся имъ, еже толико живых оставити ихъ, нѣции же от хрестьянства смиритися съ ними не восхотѣша, рекше, восхитити множеством богатства. Сего ради падоша вторымъ сражениемъ непокорства нашего: все воиньство хрестьянское погаными побежено бысть смирения ихъ ради. Богу показуя насъ и тѣми туждими милости его и прочее, да познаемъ, коль велико есть смирение: и невѣрныя, немощны суще, о нем укрепитися. И на предлежащее да возвратимся.	Пусть не будет скрыто молчанием чудо святого Сергия. Случается, что Бог насылает беды за наши грехи, иногда голодом казнит нас, иногда нашествием иноплеменных. И, надеясь на вашу любовь, хотим мы развернуть пред вами чудную повесть, умиления достойную. Случилось, как было прежде сказано, нашествие безбожных татар, и сам царь ордынский по имени Махмет пришел. И вышли против него князья, и воеводы, и множество войска христианского, и было большое сражение, и были побеждены безбожные, и многие из них пали убитыми. Когда же царь со своим воинством устрашился и настолько смирился, что просил только в живых их оставить, некоторые из христиан мириться с ними не захотели, желая похитить множество богатств. И за это непокорство наше пали во втором сражении: все воинство христианское было побеждено погаными в награду за их смирение. Показал нам Бог на них, всякой милости его лишенных, что так прекрасно смирение, что даже неверные, когда были слабы, им укрепились. Но вернемся к рассказу.
Понеже гоняще погании хрестьянское воинство, попущением Божиимъ многи избиваху, овых руками яша, въ нихже нѣкоего воина ухватиша от полаты великодръжавнаго, любимаго от него, Ивана именемъ. И сего отлучиша, гоняще, и достигше, претяще напрасно убити его. Сему же юнну сущу и цвѣтущаго ему живота отчаявшуся, вдасть ему Богъ благый помыслъ, во еже призвати на помощь скораго святаго Сергия ко избавлению его. И толико въ мысли своей помяну святаго, абие конь его на бежание скоро простреся, яко крилѣ вдасться ему, от поганых. И тако достигъ воеводы своего, въ радости мнозѣ, исповѣдуя всѣм великая чюдеса, како избави его Господь от смерти горкиа молитвами святаго Сергия. И тако ему грядущу въ путь свой с воинствующими своими ему, веселяся и обещеваяся приити во обитель святаго, и поклонитися къ мощемъ его, и благодарения воздати, и братию учредити. И по малѣ времяни пременися помысль его, еже имъ потом самъ повѣда, глаголя: «Что сотворю, мало имѣния здержу? Аще учредити ми толика множества братства, пол имѣниа не остает ми на потребу». И сиа ему помышляющу, внезапу подчеся конь его подъ нимъ и паде напрасно, яко из рукъ его и броздамъ истрогнутися, и тако ему самому съ коня спаднути. И нападе на ня страхъ велии, яко вси оставиша его, страха ради свѣрѣпыхъ татаръ. Сему же трепещущу и конь свой управляющу от великого страха, и въ той часъ обрѣтошася погании невидимо откуду, и яша его, воина, и совлекше еже на немъ блистающая оружия, и на убийство его устремишася. Той же увы, и всячески живота своего отчаявся, ничтоже надежно имѣя ко избавлению, укаряше себе о раскаянии обѣта еже ко святому. И срамляшеся убо призвати святаго Сергия на помощь, сице глаголя: «Въ правду, окаянный, азъ умираю, не сохранивъ обѣта, еже к тебѣ, святый Сергий. Аще не прогнѣваешися, святе, въ конець и умилосердишися на мое недостоиньство, сугубо и преславно покажеши своя чюдеса. Уже бо паки не могу солгати, се бо безотвѣтенъ есмь, и студа исполнихся, и своеа доброцвѣтущиа юности разлучаюся злѣ». И тако ему горько рыданиемъ плачющуся, и се они, звѣровиднии, во овчю кротость преложишася, яко изумлени оставиша его, ничтоже ранъ возложиша на нь, ни ризъ совлекше, многоцѣнных суща. Сей же воинъ, видѣ себе сохранена помощью Божиею и молитвами святого, абие на беание себе вдасть. Аще от онѣхъ поганыхъ срѣташе его, но молитвами святаго покрываемъ бѣ и къ своему доправленъ здравъ.	Когда гнали поганые христианское воинство по попущению Божию, многих убивали, других в плен брали, и среди них захватили одного воина из палат великодержавного по имени Иван, которого князь любил. И его гнали, от других отделив, и настигнув, убить угрожали. И ему, юному, отчаявшемуся сохранить цветущую жизнь свою, подал Бог благую мысль призвать на помощь немедлящего святого Сергия, чтобы избавил его. И только юноша в уме помянул святого, как тут же у коня его как будто крылья появились, и он быстро помчался от поганых. И так он добрался до своего воеводы, и в великой радости рассказывал всем о великом чуде, как избавил его Бог от смерти горькой по молитве святого Сергия. И так он ехал своей дорогой вместе со своими воинами, веселясь и обещая прийти в обитель святого Сергия, и поклониться мощам его, и возблагодарить, и пожертвовать на братию. Но очень скоро переменились его мысли, о чем он потом сам рассказывал: «Что я сделаю, ведь у меня небольшое состояние. Если обустроить мне так много братии, то и половины состояния не останется мне на жизнь». И когда он это подумал, внезапно споткнулся под ним конь и упал так, что даже поводья у юноши из рук вылетели, и сам он с коня свалился. И напал на него страх великий, потому что все его бросили из страха перед татарами. И, сам трепеща от великого страха, успокаивал он своего коня, а в это время появились татары неведомо откуда и взяли воина, сняли с него сверкающее оружие и убить его собрались. Он же в унынии, жизнь свою сохранить отчаявшись, не имея надежды на избавление, укорял себя за то, что отказался от обета святому. И стыдился призвать на помощь святого Сергия, так говоря: «По справедливости я, окаянный, умираю, не сдержав обета, что дал тебе, святой Сергий. Если не прогневаешься в конец, святой, и смилостивишься надо мной, недостойным, вдвойне преславно покажешь свои чудеса. Уже не смогу еще раз солгать, ибо безответный и стыда исполненный со своей цветущей юностью расстаюсь». И так он горько и рыдал, и плакал. И тут они, зверовидные, в овец кротких превратились, и как будто в помрачении разума, оставили его, ни одной раны не нанеся ему и не сняв с него одежд многоценных. А этот воин, видя, что сохранен он помощью Божией и молитвами святого, побежал. Если поганые и встречали его, то молитвы святого укрывали его, и к своим он был препровожден невредимым.
И тако скоро притече во обитель святаго, бояся, да не тая же постражеть, исповѣдая всѣмъ великая Божия чюдеса, и скорее заступление, и милость славнаго въ чюдесѣхъ Сергия, бывшее на немъ милосердие, яко чадолюбива отца. И в радости мнозѣ святаго братию учредивъ, милостыню вдавъ, облобыза раку святаго, отиде въ домъ свой, славя Бога и угодника его святаго великаго въ чюдесѣх Сергиа.	И вот скоро он приехал в обитель святого и, боясь, что, утаив все, пострадает, рассказал всем о великих Божиих чудесах, и о немедлящем заступничестве, и о милости славного в чудесах Сергия, и о милосердии, которое оказал он ему, как чадолюбивый отец. И в великой радости братию святого обустроил, милостыню дал и, облобызав раку святого, вернулся в дом свой, славя Бога и угодника его, святого великого в чудесах Сергия.
Въ лѣта 6946. <...> Того же лѣта, мѣсяца августа 15 день, поиде Сидор в Римъ на осмый собор, похоронивъ княгиню Еупраксѣю.[6] <...>.	В год 6946 (1438). (...) В тот же год, 15 августа, пошел Исидор в Рим на восьмой собор, до этого похоронив княгиню Евпраксию. (...)
Въ лѣта 6953. <...> Того же лѣта бысть знамение въ градѣ Москвѣ: въста буря велия и сломи крестъ съ соборныя церкви каменыя святыя Богородица честнаго ея Рожества, идѣже придѣлъ имать святый Лазарь.[7] <...>.	В год 6953 (1445). (...) В тот же год было знамение в городе Москве: была буря великая, и сломало крест на соборной каменной церкви святой Богородицы, честного ее Рождества, той, где есть придел святого Лазаря. (...)
