В лѣто 6945 поѣхал митрополит Сидоръ[1] с Москвы на Рожество святыа Богородици,[2] приѣхал въ Тверь на Воздвижение честнаго креста.[3] А с ним владыка Аврамий Суждальский.[4] И въстрѣтилъ его князь Борис Твѣрьский[5] с своими боляры с великою честию, а владыка Илиа[6] съ кресты, съ всѣми священникы, и весь народ града того. А был въ Твѣри 9 дней. А выѣхал в неделю и ночевал въ Савинѣ пустынѣ. А от Москвы до Твѣри 200 верст без 20. А от Твѣри до Торъжку 60 верстъ, а от Торжку до Волочка 70 верстъ. А от Волочка пошел рекою Мъстою в лодьѣ к Великому Новугороду, а кони берегом. А от Волочка рѣкою до Новагорода триста верст.	В 6945 (1437) году, в Рождество святой Богородицы, поехал митрополит Исидор из Москвы, приехал в Тверь в день Воздвижения честного креста. А с ним был владыка Авраамий Суздальский. И встретил его тверской князь Борис со своими боярами с большими почестями, также и владыка Илья с крестами, со всеми священниками, и все население того города. И пробыл он в Твери девять дней. А выехал в воскресенье и ночевал в Саввиной пустыни. А от Москвы до Твери сто восемьдесят верст. А от Твери до Торжка шестьдесят верст, а от Торжка до Волочка семьдесят верст. А от Волочка поехал в ладье по реке Мете к Великому Новгороду, а кони шли берегом. А от Волочка до Новгорода по реке триста верст.
И срѣтоша его далече владыка новгородский Еуфимий[7] и посадники с великою честию. И ночевал въ Юрьевѣ монастыри. На утрѣ же въѣхал въ град месяца окьтября въ 7 день. И срѣтил его владыка съ кресты, с попы и диаконы, и весь народ, и тѣснотѣ велицѣ суши народом. И дошед врат града того, и на вратѣх церковь, и ту митрополит облечеся в ризы, а с ним владыка Аврамий облечежеся. И ту свящали воду, и кропили народ. И иде къ святой Софии,[8] и розволкся ту, и того дни пировал у архиепископа Еуфимиа, и давъ ему честь велию. Бысть же в Новѣгородѣ седмь дний.	И встретили митрополита далеко до Новгорода новгородский владыка Евфимий и посадники с большими почестями. И митрополит ночевал в Юрьевом монастыре. Утром же, 7 октября, въехал в город, и там снова встретил его владыка с крестами, с попами и дьяконами, и весь народ, и от множества народа была большая теснота. И подойдя к городским воротам, — на воротах была церковь, — митрополит облачился в ризы, и вместе с ним облачился и владыка Авраамий. И здесь святили воду и кропили ею народ. И затем митрополит пошел к собору святой Софии и здесь снял облачение, и в тот же день пировал у архиепископа Евфимия, где ему оказали большие почести. Пробыл же в Новгороде семь дней.
А из Новагорода поиде ко Пскову. И пьсковичи срѣтоша его на рубижи и почтиша его велми. И приѣха въ Пьсков месяца декамвриа на память святаго отца Николы.[9] И за градом сретоша его съ кресты священици и народ многъ. И того дни служил обѣдню у святые Троици,[10] а с ним владыка Аврамий, и благословилъ народ; и даша ему 20 рублевъ. А от Новагорода до Пскова два 90 верстъ. И ту быша пирове мнози и дары велици. А отпуская его, даша ему 100 рублевъ. И поѣха изо Пскова в Нѣмци,[11] месяца генваря, на память святаго апостола Тимофеа.[12] А был въ Псковѣ 7 недель.	Из Новгорода митрополит поехал во Псков. И псковичи встретили его на рубеже, и весьма почтили. И приехал в Псков в декабре в день святого Николы. И у города встретили его священники с крестами и множество народа. И в тот же день служил он обедню в соборе святой Троицы, и с ним владыка Авраамий, и благословил народ; и псковичи подарили ему двадцать рублей. А от Новгорода до Пскова сто восемьдесят верст. И тут для митрополита устраивались многие пиры, и дары ему большие давали. И, отпуская его, псковичи подарили ему сто рублей. И поехал из Пскова в Немецкую землю в январе месяце в день святого апостола Тимофея. А пробыл во Пскове семь недель.
Первый град немецкий Коспиръ бискупа Юрьевьскаго.[13] И ту его срѣтил бискупъ юрьевскый с великою честию по своему праву немецкому, съ своими стрыи немецкыми, съ трубами и съ свирѣльми, и дав ему честь велику, и дары многы. А от Пьскова до Юриева[14] града 100 верстъ.	Первый немецкий город был Коспир, город юрьевского епископа. И тут его встретил юрьевский епископ с большими почестями по своему немецкому обычаю, со своими немецкими магистрами, с трубами и со свирелями, и оказал ему большие почести, и дал многие дары. А от Пскова до города Юрьева сто верст.
И приѣхал господинъ[15] къ Юрьеву, и ту сретоша его посадникы и ратманы[16] далече, и священници съ кресты, и множество народа града того, и даша ему честь велию.	И приехал господин к Юрьеву, и далеко до Юрьева его встретили бургомистры, и ратманы, и священники с крестами, и множество народа из того города, и оказали ему большие почести.
Град же бѣ Юриев каменъ, велик, полаты же в нем велми чюдны, и нам же не видавшим, дивлящемся; церкви же бѣ многы и монастыри велици. И монастырь бѣ женскый, по их праву, един, велми чюденъ: неисходяшим бо имъ никогдаже из монастыря того, а стригущимся в монастыри том девами суще, и того ради звашеся святыа девы; ризы же черниць тѣх бѣлы яко снѣгъ, ряскы же и монатьи, а на главах ихъ венець чернъ, а поперек главы крестъ, а на то наметкы белы, яко снѣгъ; а от мирян никакоже к ним не ходят, но токмо же нам у них бывшим съ господиномъ, и видѣвше их житие, удивихомся. Рѣка же бѣ обошла с тое страны, откуду мы приѣхали. Горы же бяху у них, поля и садове красны. Церкви же христианскые бѣ у них двѣ: святый Никола и святый Георгий; христианъ же мало.	Город же Юрьев большой, построен из камня, здания в нем замечательные, и мы, не видевшие таких раньше, удивлялись; в городе много также церквей и больших монастырей. И есть в нем один женский монастырь, устроенный по их обычаю, весьма замечательный: монахини никогда не выходят из того монастыря, а постригаются в нем только девицы, и поэтому они называются святые девы; одежда же у тех черниц — рясы и мантии — белые, как снег, а на головах их черный венец, а поперек главы крест, а поверх всего покрывала, тоже белые, как снег; и из мирян никто к ним не ходит, только мы были у них с господином и, видев их жизнь, удивлялись. С той стороны, откуда мы приехали, река огибает город; и есть у них горы, поля и сады красивые. Церквей же православных у них две: святого Николы и святого Георгия; православных же мало.
А от Юриева до Ригы града 200 верст и 50. А от Юриева ѣхал къ Ризѣ, много градовъ видехом. И ѣхал на Володимерь град. И сретоша его паны велиции за день; и егда быша близ града, и срѣтоша его арцибискупъ Тимофѣй[17] и архимандрит Захариа, и посадникы, и ратманы, и весь град съ трубами и съ свирѣлми, и гудци, и с великою честию.	А от Юрьева до города Риги двести пятьдесят верст, и по пути от Юрьева к Риге мы видели много городов. И ехал митрополит через город Вольмар, и встретили его знатные господа за день пути до Риги; и когда приблизились к городу, встретили его архиепископ Тимофей, и архимандрит Захарий, и бургомистры, и ратманы, и все население города с трубами, и свирелями, и скрипками, с великими почестями.
А приѣха в Ригу до обѣда, месяца февраля въ 4, на память отца Сидора. Въ градѣ же его срѣтоша съ кресты попове и вси народи, и ради бывше ему велми. И ялъ господинъ у арцибискупа; и владыка Аврамий и Фома, посол твѣрскый,[18] сѣдоша за единымъ столом с митрополитом, и арцибискупъ, а нам за другым. И ту видехом честь велику, и вина различные быша. И ту был господинъ 8 недель.	А приехал в Ригу 4 февраля, в день святого Исидора, до обеда. В городе же его встретили с крестами попы и весь народ и были ему очень рады. И ел господин у архиепископа; и владыка Авраамий и Фома, тверской посол, сидели за одним столом с митрополитом и архиепископом, а мы — за другим; и тут видели почести большие, и вина различные были. И здесь господин пробыл восемь недель.
И поиде в корабль на море, и проводиша его с великою честию; и поѣха из Ригы месяца маиа въ 5, на память мученици Ирины рѣкою Двиною к морю. И на брезѣ у моря был день. И пошелъ в корабли по морю в среду 4 недели по Пасце, в Преполовление праздника.[19] И бывшу ему един день вѣтру добрѣ вѣющу. И не по мнозѣх днехъ внезапу в полунощи нападе на нас буря не вѣтреным дѣлом, ино корабль волнами покрывашеся, а градьцу верховнему в валѣх бывшу. Мы же вси живота своего отчаяхомся, глаголюще: «Увы! погыбаемь». Но не многу тому бывшу. Но не единова тацѣй бури бывши, и потом тма бысть на мори велика, а вѣтру не вѣюшу. И роптанию бывшю в нѣмцех: «Не нас ради сиа быша, но христиан ради». И приидоша нѣмци господину глаголюше: «Видиши ли толику беду нашу — тмѣ бывши и вѣтру не вѣюшу; и ту бо островъ Свитскылих камены, преборы и разбои великиа; и мы того ради приидохом к тебѣ: помоли Бога, а мы поюще по своему». Господину призвавшу владыку Аврамиа и Фому, посла твѣрьскаго, и архимандрита Васиана, и всѣ свои боляре, и нача глаголати: «Епископе, помоли Бога». И нача молебен святѣй Богородици Одигитрие по греческы и съ своими грекы; а владыка Аврамий по своему, по русскыи. И нача тма расходитись, и уже бысть при вечерѣ, и вѣтру добрѣ вѣющу; и оттолѣ зла ничтоже не видѣвше. И по многых днех брегъ увидѣвше, и доидохом пристанища по здорову.	И затем митрополит поехал к морю на корабле, и проводили его с великими почестями; и поехали из Риги к морю по реке Двине 5 мая, в день мученицы Ирины. Пробыв день на берегу моря, он затем на корабле поплыл по морю в среду четвертой недели после Пасхи, в праздник Преполовения. И только один день был попутный ветер. Затем, по прошествии немногих дней, внезапно, в полночь, налетела на нас буря, хотя ветра и не было, корабль захлестывало волнами так, что даже верхняя надстройка на нем заливалась водой. Мы же все, отчаявшись в жизни, восклицали: «Увы! погибаем». Но так продолжалось недолго, и никогда больше такой бури не бывало. Вслед за бурей на море наступила тьма и ветер не веял. И немцы начали роптать: «Не из-за нас это случилось, но из-за православных». И пришли немцы к господину, говоря: «Видишь ли ты, какая случилась беда — наступила тьма и прекратился ветер; а тут поблизости скалистый остров Готланд, около которого грабят пираты. И поэтому мы пришли просить тебя: помолись Богу, а мы будем молиться по-своему». Тогда господин призвал владыку Авраамия, и тверского посла Фому, и архимандрита Вассиана, и всех своих бояр, и сказал: «Епископ, помолись Богу». И господин начал молебен святой Богородице Одигитрии со своими греками по-гречески, а владыка Авраамий по-своему, по-русски. И стала тьма расходиться — уже было к вечеру, — и подул попутный ветер; и с тех пор мы не знали никаких бед. И по прошествии многих дней увидели берег и благополучно достигли гавани.
А ис корабля пошелъ в понеделник, месяца майа в 19 на память святаго мученика Патрекиа, и дошедшу ему до пристанища, и срѣтоша его посадникы и ратманы. От славнаго града Любка моремъ тысяща верстъ, а брегом полторы тысящи. И привезоша 20 возов, и седохом на возы, и поидохом ко граду, и быхом близь града, и срѣтоша весь народ мног.	Девятнадцатого мая, в понедельник, в день святого мученика Патрикия, митрополит спустился с корабля, и когда сошел на пристань, его встретили там бургомистры и ратманы. От славного города Любека по морю тысяча верст, а по берегу полторы тысячи. И встречавшие прибыли с двадцатью возами, и мы сели на них и поехали к городу; и когда мы были уже близ города, нас встретило много народа.
