ПОСЛАНИЕ, НАПИСАНО КЛИМЕНТОМ, МИТРОПОЛИТОМ РУСКЫМ, ФОМѢ, ПРОЗВИТЕРУ СМОЛЕНСКОМУ, ИСТОЛКОВАНО АФОНАСИЕМЬ МНИХОМЪ	ПОСЛАНИЕ КЛИМЕНТА, МИТРОПОЛИТА РУССКОГО, НАПИСАННОЕ К СМОЛЕНСКОМУ ПРЕСВИТЕРУ ФОМЕ, ИСТОЛКОВАННОЕ МОНАХОМ АФАНАСИЕМ
Господи, благослови, отче!	Господи, благослови, отче!
Почет писание твоея любве, яже аще и медмено бысть, почюдихся и в чинъ въспомяновениа приникъ, зѣло дивихся благоразумию твоему, возлюбленый ми о Господе брате Фомо. Имать писание твое наказание с любовию к нашему тщеславию, и тако с радостию прочет пред многыми послухи и пред княземь Изяславом тобою присланое къ мнѣ писание. И вину ми исповѣдавшу, егоже ради пишеши, ты же, любимиче, не тяжько мни мною восписаною ти хартиею.	Прочел я, хоть и с промедлением, писание твоей милости и, восхитившись и вникнув в смысл излагаемого, сильно подивился благоразумию твоему, возлюбленный о Господе брат мой Фома. Содержит твое писание дружеское наставление нашему тщеславию, так что я с радостью прочел присланное ко мне от тебя писание пред многими свидетелями и перед князем Изяславом, Но после того, как поведал ты мне, чего ради пишешь, и сам ты, любимый мой, не пообидься на мою, написанную к тебе, хартию.
Речеши ми: «Славишися, пиша, философ ся творя», а первие сам ся обличаеши: егда к тобѣ что писах, нъ ни писах, ни писати имам. А речеши ми: «Философьею пишеши», а то велми криво пишеши, а да оставль аз почитаемаа Писаниа, аз писах от Омира, и от Аристотеля, и от Платона, иже во елиньскых нырѣх славнѣ бѣша. Аще и писах, но не к тебѣ, но ко князю, и к тому же не скоро. А еже сожалил еси, оже тя есмь вмѣнилъ, а Богъ свѣдѣтель, яко не искушаа твоего благоумиа, но яко просто писавь. Да аще того не моглъ еси разумѣти, то всуе приводиши на мя учителя своего Григоря.[1] Речеши бо: «У Григоря бесѣдовал есмь о спасении душевнѣмь». Да еда коли порекох ли укорих Григоря? Но еще исповѣдаю, яко не токмо праведенъ, но и преподобень, нъ аще дерзо рещи, святъ есть. Но обаче того аще не училъ тя, то не вѣдѣ, откуду хощеши поручившаяся тебѣ душа руководити, Григорю бо и тебѣ того не вѣдати.	Ты говоришь мне: «Тщеславишься, пишучи, строишь из себя философа», и сам первый себя обличаешь: разве я что к тебе писал; не писал и не собираюсь писать. Говоришь мне: «По-философски пишешь»; и весьма несправедливо говоришь, будто бы я, оставив почитаемые писания, стал писать из Гомера, и Аристотеля, и Платона, прославившихся эллинскими хитростями. Если я и писал, то не к тебе, а ко князю, да и к тому не скоро. А если ты огорчился, что я чем-то тебя задел, то Бог свидетель, что я просто писал, не искушая твоего благоразумия. Если не смог ты этого уразуметь, то всуе указываешь мне на учителя своего Григория. Говоришь мне: «С Григорием беседовал я о спасении душевном». А разве я когда-нибудь похулил или укорил Григория? Я даже считаю его не только праведным, но и преподобным, и, хоть и дерзко сказать, святым. Однако, если он не учил тебя тому, то не знаю, как станешь руководить врученными тебе душами, если ни Григорию, ни тебе это неведомо.
Но чюдо речеши мнѣ: «Славишися!» Да скажю ти сущих славы хотящих, иже прилагают домъ к дому, и села к селомъ, изгои же и сябры, и бърти, и пожни, ляда же, и старины, от нихже окааный Климъ зѣло свободен. Нъ за домы, и села, и борти, и пожни, сябръ же и изгои — землю 4 лакти, идѣже гроб копати, емуже гробу самовидци мнози. Да аще гроб свой вижю по вся дни седмь краты, не вѣмъ откуду славити ми ся. Не бо ми, рече, мощно иного пути имѣти до церкви, кромѣ гроба. Аще похотѣлъ бых славы, по велику Златоязычнику, то не чюдо, мнози бо богатство прѣзрѣша, славы же — ни единъ, а первое искалъ бых власти по своей силѣ. Но съвѣдый сердца и обистья тъ единъ съвѣсть, но елико молихся, да бых избавился власти. Паки ли по его смотрению а случить ми ся — супротивити ми ся ему нѣсть лѣпо.	Дивно, что говоришь мне: «Тщеславишься!» Надобно мне сказать тебе, кто ищет славы, — тот, кто присовокупляет дом к дому, к селу села, холопов и крестьян, и борти и пожни, поля и пустоши. От всего этого окаянный Клим вовсе свободен; вместо домов, сел, и бортей, и пожень, крестьян и холопов владеет он четырьмя локтями земли под могилу; и этой могиле многие очевидцы. И если свою могилу вижу я всякий день семикратно, то не знаю, чем мне тщеславиться. Ибо нельзя, сказано, иметь иного пути до церкви, как не мимо могилы своей. Если бы восхотел я славы, что по великому Златоусту не дивно, ибо богатством пренебрегали многие, славой же — ни один, то, первое, — стал бы искать я власти себе по силе. Но тот, кто прозревает сердца и утробы, тот знает, как много я молился, чтоб быть избавлену от власти. Если же снова случилось со мной по его усмотрению, то не подобает мне противиться ему.
Отселѣ, любимиче, отвѣта да не сотворяю ти, но на въпрос твое благоумие понужаю. Нѣсть ли лѣпо пытати потонку Божественых Писаний? Торчивѣ блаженному Соломону, рекущу въ Притчах: «Аще утвердиши к нему око свое, никакоже сравнить ти ся».[2] Уже и Соломон, славы ища тако пишет? Или: «Премудрость созда себѣ храм и утверди седмь столпов».[3] А то, славы же ли ища, пишет? Се бо глаголеть Соломон «премудрость созда себѣ храм»: премудрость есть Божество, а храм — человечьство, аки во храм бо вселися въ плоть, юже приять от пречистыа владычица нашеа Богородица истинный нашъ Христос Богъ. А еже «утвердивъ 7 столпов» — сирѣч 7 соборов святых и богоносных наших отець.[4]	С этого места, любимый мой, не стану больше давать тебе ответа, но прошу твое благоразумие ответить на вопрос. Не подобает ли до тонкости испытывать смысл Божественных Писаний? Приблизимся к блаженному Соломону, изрекшему в Притчах: «Если устремишь на него глаза твои, никак тебе не дастся». Ужели и Соломон, славы ища, так пишет? Или: «Премудрость создала себе храм и утвердила семь столпов». Может быть, и это он пишет, славы ища? Вот о чем глаголет Соломон, говоря, что «премудрость создала себе храм»: премудрость — это Божество, а храм — человечество, ибо Христос, истинный Бог наш, как во храм, вселился во плоть, принявши ее от пречистой владычицы нашей Богородицы. А «утвердив семь столпов» — это значит семь соборов святых и богоносных наших отцов.
Что же пакы сего Соломона родивый: «яко благоволиша раби твои камение и персть его ущедрят».[5] Да о каменьи ли Бог Отецъ или о персти глаголеть, то коли ми велиши, любимиче, разумѣти камение ти персть? Се бо Богъ Отець о апостолѣхъ глаголет.	Или вот еще у родителя сего Соломона: «Ибо возлюбили рабы твои камни и прах его жалеют». О камнях или о прахе говорит Бог Отец, как прикажешь, любимый мой, разуметь те камни и прах? Это же Бог Отец говорит об апостолах.
Аще ли почитаю Бытийскых книгъ боговидца Моисия: «Рече бо Господь Богъ: Се бысть Адам яко и мы и яко един от нас, и нынѣ да не простеръ руку возмет от дрѣва жизни».[6] Ни ли того почитати тщеславиа ради? Се исперва лукавый враг диавол и человеконенавѣстникъ, не могий никакоже прельстити умна и словесна человека, Богомъ почьщена, но едину от скотъ земных обрѣте себѣ змию съсуд и ходатаицю и тою испустилъ живый глас въ уши Еввы, поушая ю на прострение рукы ко дрѣву разумному добру и злу и на вредное то вкушение. И виждь, кацѣми ти глаголы лстивыи поущает ю, и подвижет ю, и быстру творит на дѣло вкушениа. Глаголет бо к ней: «Аще снѣста от дрѣва, будета, яко Богъ, разумѣюща злу и добру».[7] Жена же, сущи акы немощна, послѣ жь мужьжа бывши, въ равеньство возвыситися хотящи Божеско, абие притече къ древу и вкуси скоро и мужеви дасть.[8] Нъ, увы и моей немощи, моя бо прадѣдняя ми снѣста ми бо и нага быста![9]	Или стану читать книги Бытия, написанные боговидцем Моисеем, — «И сказал Господь Бог: “Вот Адам стал как мы и как один из нас, и ныне да не возьмет он от древа жизни, протянув к нему руку”». Или и это читают ради тщеславия? И вот дьявол, искони лукавый враг и ненавистник человеку, не могущий никак обольстить почтенного Богом умного и словесного человека, избрал себе сосудом и ходатаем единого из земных скотов — змею, и устами ее нашептал свою живую речь в Евины уши, соблазняя ее на простертие рук к древу познания добра и зла и на пагубное то вкушение. И посмотри, какими словами льстивыми подущает ее и подвигает, и быстру сотворяет на дело вкушения. Говорит ей: «Если вкусите от древа, будете как Бог разумеющими зло и добро». Жена же как создание слабое и происшедшее уже после мужа, желая возвыситься в равенство с Богом, тотчас приблизилась к древу и быстро вкусила и мужу дала. Увы мне, немощному, праотцы мои съели плод и стали наги!
И вижь, како ти лукавый уже отскочи, яко побѣду и натрыжненые улучивь, видя обнажены боготканыя одежда. По семь же пакы Господь, глагола къ Адаму: «Се Адам бысть яко единъ от нас»,[10] поруганиа ему образ дая, рекше: «Гдѣ ти бѣ съвѣтъ льстиваго диавола, рекшая ти: “Будета акы Богъ”, се уже не токмо нѣси яко аз, нъ и чьсти моея обнажился еси и смертную язву и суд приимеши, яко земля еси и в землю поидеши», и прочие.[11]	И посмотри, как сразу же отскочил от них лукавый, заполучив свою победу и одоление, увидав их обнаженными от Богом тканой одежды. Потом снова пришел Господь, говоря Адаму: «Вот Адам стал как один из нас», стыдя его и как бы говоря: «Где же совет льстивого дьявола, сказавшего тебе: “Будете как Бог”, вот ты не только не стал как я, но теперь и чести моей лишился, и смертную язву и суд приимешь, ибо земля ты, и в землю пойдешь», и далее.
Что же ли мнѣ, брате, Иаковъ и двѣ женѣ его, Лия и Рахаль,[12] иже тако почитати, а не искати по духу! Яко образ имѣа Иаков, въ всѣх благ, якоже бо Богъ двоя люди имѣ, израильтескыя и иже от языкъ, да убо израильтестии людие покров имѣаху на сердци, се же есть, о невѣрѣ прилѣжаху, а еже от языкъ вѣрною облежаху добротою, тако Иаков двѣ женѣ имѣ, Лию убо въ образ израильтескых людий, тѣмь и очима болна бѣ, понеже израильтестии людие покров имѣаху на сердци, и Рахиль, — иже от языкъ людие, того и красну блаженое Писание его глаголет, яко тѣм иже от языкъ людие вѣрною добротою приспѣваху и, Спасу вѣровавше правдою, ис корене исторгоша лесть, образ же сему бяше Рахиль, того ради и отча идолы окраде.[13]	Или что мне, брат, до Иакова и двух жен его, Лии и Рахили, если о них просто так читать, а не доискиваться духовного смысла! Прообразует собой во всем благой Иаков, что как у Бога было два народа, израильский и тот, что из язычников, и израильские люди имели покров на сердце, то есть уклонялись в неверие, а те, что из язычников, облекались красотою правоверия, так и у Иакова две жены было, Лия — прообраз израильского народа, потому и была она больна глазами, что израильский народ имел покров на сердце, и Рахиль — прообраз языческого народа, потому и называет ее Священное Писание прекрасной, что народ из язычников преуспевал в добродетели веры и, уверовав истинно в Спасителя, с корнем исторг дьявольскую лесть, образ же этому была Рахиль, потому и украла она отеческих идолов.
