Въ лѣто 6745, въ фторое на десять лѣто по принесении чюдотворнаго образа ис Корсуня, прииде безбожный царь Батый на Русскую землю со множеством вой татарскыми и ста на рѣце на Воронеже[1] близ Резанскиа земли. И присла на Резань[2] к великому князю Юрью Ингоревичю Резанскому[3] послы бездѣлны, просяща десятины въ всем: во князех, и во всяких людех, и во всем.	В 6745 (1237) году, через двенадцать лет по принесении из Корсуня чудотворного образа, пришел безбожный царь Батый на Русскую землю со множеством воинов татарских и стал станом на реке на Воронеже, близ Рязанской земли. И прислал в Рязань к великому князю Юрию Ингоревичу Рязанскому послов без пользы для дела, прося десятины во всем: в князьях, и в людях всех сословий, и во всем.
И услыша великий князь Юрьи Ингоревич Резанский приход безбожнаго царя Батыа, и воскоре посла в град Владимер к благоверному и великому князю Георгию Всеволодовичю Владимерскому,[4] прося помощи у него на безбожнаго царя Батыа, или бы сам пошел. Князь великий Георгий Всеволодович Владимръской сам не пошел и на помощь не послал, хотя о собе сам сотворити брань з Батыем.	И услышал великий князь Юрий Ингоревич Рязанский о приходе безбожного царя Батыя, и быстро послал в город Владимир к благоверному великому князю Георгию Всеволодовичу Владимирскому, прося у него либо помощи воинами против безбожного царя Батыя, либо чтобы он сам войска привел. Князь же великий Георгий Всеволодович Владимирский и сам войско не повел, и на помощь воинов не послал, желая сам, в одиночку, сразиться с Батыем.
И услыша великий князь Юрьи Ингоревич Резанский, что нѣсть ему помощи от великаго князя Георьгия Всеволодовича Владимерьскаго, и вскоре посла по братью свою: по князя Давыда Ингоревича Муромского,[5] и по князя Глѣба Ингоревича Коломенского,[6] и по князя Олга Краснаго,[7] и по Всеволода Проньского,[8] и по прочии князи. И начаша совещевати, яко нечестиваго подобает утоляти дары.[9]	И узнал великий князь Юрий Ингоревич Рязанский, что нет помощи от великого князя Георгия Всеволодовича Владимирского, и быстро послал за своими братьями: за князем Давыдом Ингоревичем Муромским, и за князем Глебом Ингоревичем Коломенским, и за Олегом Красным, и за Всеволодом Пронским и за другими князьями. И начали советоваться, и решили, что нечестивого надлежит утолить дарами.
И посла сына своего князя Федора Юрьевича Резаньскаго к безбожному царю Батыю з дары и молении великиими, чтобы не воевал Резанския земли. Князь Федоръ Юрьевич прииде на реку на Воронеже к царю Батыю, и принесе ему дары и моли царя, чтобы не воевал Резанския земли. Безбожный царь Батый, льстив бо и немилосердъ, приа дары и охапися лестию не воевати Резанския земли. И яряся хваляся воевати Русскую землю.	И послал <князь Юрий> сына своего князя Федора Юрьевича Рязанского к безбожному царю Батыю с дарами и великими мольбами не воевать Рязанской земли. Князь Федор Юрьевич пришел на реку Воронеж к царю Батыю и принес ему дары и молил царя, чтобы не воевал он Рязанской земли. Безбожный царь Батый, будучи лжив и немилосерд, принял дары и неискренне обещал не ходить войною на Рязанскую землю. И грозился-хвалился воевать землю Русскую.
И нача просити у рязаньских князей тщери или сестры собѣ на ложе.[10] И нѣкий от велмож резанских завистию насочи безбожному царю Батыю на князя Федора Юрьевича Резанскаго, яко имѣет у собе княгиню от царьска рода, и лѣпотою-тѣлом красна бѣ зело. Царь Батый, лукав есть и немилостивъ в неверии своем, пореваем в похоти плоти своея, и рече князю Федору Юрьевичю: «Дай мнѣ, княже, вѣдети жены твоей красоту!» Благовѣрный князь Федор Юрьевич Резанской и посмѣяся, и рече царю: «Не полезно бо есть нам, христианом, тобѣ, нечестивому царю, водити жены своя на блуд,— аще нас приодолѣеши, то и женами нашими владѣти начнеши».	И начал просить у рязанских князей дочери или сестры себе на ложе. И кто-то из рязанских вельмож из зависти нашептал безбожному царю Батыю, что князь Федор Юрьевич Рязанский имеет княгиню царского рода, прекрасную собой. Царь Батый, лукавый и немилостивый по своему язычеству, обуреваем плотской страстью, сказал князю Федору Юрьевичу: «Дай мне, князь, познать красоту твоей жены!» Благоверный князь Федор Юрьевич Рязанский засмеялся и сказал царю: «Не годится нам, христианам, приводить тебе, нечестивому царю, своих женщин на блуд,— когда нас одолеешь, тогда и будешь властен над нашими женщинами».
Безбожный царь Батый возярися и огорчися и повелѣ вскорѣ убити благовѣрнаго князя Федора Юрьевича, а тѣло его повелѣ поврещи зверем и птицам на разтерзание; инех князей, нарочитых людей воиньских побилъ.	Безбожный царь Батый разъярился и оскорбился и сразу же приказал убить благоверного князя Федора Юрьевича, а тело его повелел бросить зверям и птицам на растерзание, и иных князей и посольских воинов убил.
И единъ от пѣстун князя Федора Юрьевича укрыся, именем Апоница,[11] зря на блаженное тѣло честнаго своего господина и видя его никим брегома, горько плачющися, и взя возлюбленаго своего государя, и тайно сохрани его.	И уберегся один из дядек князя Федора Юрьевича по имени Апоница, и глядя на блаженное тело, почестей достойного своего господина, и видя его брошенным, горько плакал, и взял любимого своего государя и похоронил тайно.
И ускори к благовѣрной княгине Еупраксѣе, и сказа ей, яко нечестивый царь Батый убий благовѣрнаго князя Федора Юрьевича. Благовѣрная княгиня Еупраксѣа стояше в превысоком храме своемъ и держа любезное чадо свое князя Ивана Федоровича. И услыша таковыа смертоносныа глаголы и горести исполнены, и абие ринуся из превысокаго храма своего с сыном своим со князем Иваномъ на среду земли и заразися до смерти.	И поспешил к благоверной княгине Евпраксии и рассказал ей, как нечестивый царь Батый убил благоверного князя Федора Юрьевича. Благоверная княгиня Евпраксия <тогда> стояла в превысоком тереме своем и держала <на руках> любимое дитя свое князя Ивана Федоровича. И услышав столь смертоносные, полные горя слова, кинулась тут из превысокого своего терема с сыном своим князем Иваном на землю и разбилась насмерть.
И услыша великий князь Юрьи Ингоревич убиение возлюбленаго сына своего князя Федора, инѣх князей, нарочитых людей много побито от безбожнаго царя, и нача плакатися, и с великою княгинею,[12] и со прочими княгинеми, и з братею. И плакашеся весь град на многъ час, и едва отдохнув от великаго того плача и рыданиа.	И услышал великий князь Юрий Ингоревич об убийстве любимого сына своего князя Федора, других князей, людей посольских многих, убитых по приказу безбожного царя, и начал плакать, и с великою княгинею, и с прочими княгинями, и с братьями. И плакал весь город долго, и едва в себя пришли от великого того плача и рыдания.
И начаша совокупляти воинство свое и учредиша полки. Князь великий Юри Ингоревич, видя братию свою, и боляр своих, и воевод храбры и мужествены ездяше, и возде руце на небо со слезами и рече: «Изми нас от враг наших, Боже, и от востающих на ны избави нас,[13] и покрый нас от сонма лукавнующих[14] и от множества творящих безаконие.[15] Буди путь их тма и ползок[16]».	И начал собирать войско и расставлять полки. Князь великий Юрий Ингоревич, видя братьев своих, и бояр, и воевод, храбро и мужественно гарцующих <верхом>, воздел руки к небу и со слезами сказал: «Огради нас от врагов наших, Боже, и от восстающих на нас избави нас, и спаси нас от сонма лукавствующих и от множества творящих беззаконие. Да будет путь их темен и скользок!»
И рече братьи своей: «О господия и братиа моа! Аще от руки Господня благая прияхом, то злая ли не потерпим?[17] Лутче нам смертию живота купити, нежели в поганой воли быти. Се бо я, брат ваш, напред вас изопью чашу смертную за святыа Божиа церкви, и за вѣру христьянскую, и за отчину отца нашего, великаго князя Ингоря Святославича!»[18]	И сказал своим братьям: «О господа мои и братья! Если мы от руки Господней приняли доброе, то не стерпим ли и злое? Лучше нам смертью вечной жизни достигнуть, чем быть во власти язычников. И я, брат ваш, прежде вас изопью чашу смертную за святые Божий церкви, и за веру христианскую, и за отчину предка нашего Игоря Святославича!»
И поидоша в церковь — в пресвятыа владычииы Богородици честнаго ея Успениа.[19] И плакася много пред образом пречистыа Богородицы, и великому чюдотворцу Николе, и сродником своим Борису и Глѣбу. И дав последнее целование великой княгини Агрепѣне Ростиславне, и прием благословение от епископа[20] и отъ всего священнаго собора.	И пошел в церковь — в церковь славного Успения пресвятой владычицы Богородицы. И плакал много и молился пред образом пречистой Богородицы, и великого чудотворца Николы, и сродников своих Бориса и Глеба. И совершил обряд прощания с великой княгиней Агриппиной Ростиславовной и принял благословение от епископа и от всего священного собора.
