Рече Патрекий списатель:[1] «Господи направи тя, царю благовѣрный, и укрѣпи тя хранити законъ и съблюсти народ и вѣщи главизнъ сихъ! Се рабъ твой приступилъ к заповѣди твоей о списании книги сея, нарицаема “Тайная Тайных”, сложенаа философомъ великим и преподобным Аристотелис ученику своему — царю великому Александру, сыну Нектанавову, нарицаему Рогатымъ».[2] А сей времени стараго своего немощенъ сый ходити с ним по войнам. Царь же Александръ поставилъ его правителемь правомудриа его ради и премудрости божественыа, и сего ради приличенъ есть въ пророкы непосланныа и законоучителеве. Обрѣтено же въ книгах еллиньских, иже Господь рече му: «Близь еси нарещися аггелом, нежели нарещися мудрым в премудростех безчисленыхъ». И разнятся мнози о смерти его: иные рекут, иже възнесен бысть по чину Илиину на колесницах,[3] друзии же рекут, иже умерлъ по обычаю всея земли. Поставилъ Александра благодумиемь своимъ, иже владѣл всею вселеною, прешед вдоль же и поперекъ; и приступиша к послушеньству его вси арапове и фрягове.[4]	Сказал Патрикий-переводчик: «Господь да направит тебя, царь благоверный и укрепит тебя, чтобы ты хранил закон и оберегал народ и сказанное в главах этих! Вот раб твой приступил к выполнению приказания твоего о переписи книге этой, называемой “Тайная тайных”, составленной философом великим и преподобным Аристотелем для ученика своего — великого царя Александра, сына Нектанава, прозванного Рогатым». Аристотель из-за старости своей не мог сопровождать его в войнах. И царь Александр поставил его правителем из-за его правомудрия и премудрости божественной, за что философа причисляют к пророкам, хотя он не был послан Богом и не был законодателем. Найдено в книгах эллинских, что Господь сказал ему: «Ты скорее можешь быть назван ангелом, чем назваться только умудренным в премудростях бесчисленных». И разнятся сообщения о смерти его: иные говорят, что он вознесся, подобно Илье, на колесницах, другие же говорят, что он умер, как и все смертные. Он научил мудрости своей Александра, который владел всей вселенной, пройдя ее вдоль и поперек; и стали повиноваться ему все арабы и фряги.
Александръ же не преступилъ заповѣди его, а невѣдомаа пыталъ епистолию своею: «Вѣдай, учителю преподобный и правителю вѣрный, иже добылъ есми землю Перскую, и обрѣтох люди велми мудры, но владѣютъ государемъ своимъ. Но боюся их царства ради. А приводит ми мысль моя побити всѣх, и пытаю рады твоея[5] о семь».	Александр же следовал заповеди своего учителя и о неизвестных вещах спрашивал в послании своем: «Знай, учитель преподобный и правитель верный, что я завоевал землю Персидскую и нашел там очень мудрых людей, но они властвуют над государем своим. А я боюсь их из-за своего царства. И приходит мне мысль убить всех, и спрашиваю совета твоего об этом».
Отписалъ же есмо: «Александре, аще приводит мысль твоя побити и всѣх, а может ти ся то стати царства ради, но не можеши побити землю ихъ, ни переменити вѣтръ их и воду их. Но лѣпѣи сего царствуй над ними, чествуя их под добротѣ их, зань же уставнаа доброта пробавит царство, а лютование супостатно сему. Не есть бо истинно купление купити животы, иже по сему отбѣгают рабы и рабыни; но истинно купление ти купити душу, зань же по них идуть животы. А ближе ти купити сладостию своею свободных а на векы вѣчныа, нижели неволных за сребро свое а не вѣчно. А вѣдай, Александре: иже народ возмогут ли рещи, могуть и учинити. А про то отвѣди слово, да отидет дѣло». А заповѣдию сею преступили персове к послушенству Александрову.[6]	Он же ответил так: «Александр, хотя и приходит тебе мысль их всех убить и ты можешь это совершить для блага царства, но ты не можешь уничтожить землю их или переменить ветер их и воду их. Лучше царствуй над ними, делая им добро, так как согласная с законом доброта укрепит царство, а жестокость повредит этому. Ибо не есть настоящее приобретение — купить тело человека, и поэтому убегают рабы и рабыни; но настоящее приобретение — купить душу, потому что за ней идет тело. Лучше тебе купить добротой своей свободных и на веки вечные, чем купить невольников за серебро свое и не навечно. Знай, Александр: то, о чем народ сможет говорить, он сможет и совершить. Поэтому постарайся пресечь разговоры, чтобы предупредить поступки». И благодаря наставлению этому обратились персы к повиновению Александру.
Рече Патрикей: «Не оставих жадного храму философьского, не расмотревъ его, а ни жадного фарисея,[7] не говоривши с ними о неведомых своих. По сем же приидох ко храму Солнечному, устроенъ великим Ромасом,[8] в нем же обретох фарисея мудраго и переидох его мудростью, иже дал ми чести книги храма сего. Но там обретох книгу сию, писану златом. И пристах к ней перекладати ея изь языка греческа н-арапьскый любви ради государя своего».	Сказал Патрикий: «Не оставил я ни одного храма философского, не проверив его, и ни одного фарисея, не поговорив с ним о неизвестных мне вещах. После этого я пришел к храму Солнца, построенному великим Ромасом, а в нем нашел фарисея мудрого и превзошел его мудростью, так что он дал мне читать книги храма этого. И там я нашел книгу ту, написанную золотом. И я приступил к переводу ее с языка греческого на арабский из-за любви к государю своему».
Рек Аристотель: «Видех листъ сей честнаго, и любимаго, и мудрого царя, Александра справедливаго. Господь милосердием своим направи тя на истину, да избави тя ереси плотьския, им же достанеши исполнения дущевного и телесного. Но что пишешь ми исперва, жалуючи вельми о разлучении нашем, иже нѣт мѣне у поседении твоем, а просишь мя, дабых ти написал по ряду, дабы было со всим делом твоим яко веси и мера, дабы се было тобѣ на мое место. Но мню, иже ведаешь, иже что есми не подле тебѣ, не того дѣля абых то тобѣ ненавидѣлъ, но про то же не могу старости моея ради. Ведаю же — хотение твое не местится в живыя, а о всем подолгу мертвых. Но толико повиненъ есми исполнити просьбу твою по достоянию, дабы не просилъ еси мене боле сего. Зан же дал ти Богь мудрость и благодарилъ тя духом радным и храбрым, сего ради смотри много веленью моему, да достанешь потребъ своих. Но воистинну знаменовахом тайны разверзениемъ печатѣй, притчами, дабы не впала книга наша сия в руку недостойных, да внегда изведають то, что им Богь не судилъ вѣдати. Но бых я то разорилъ завѣт того, хто же мне тое отокрыл. А тако же тя заприсягаю, и яко и мене заприсягали о сию вѣщь. А хто, уведавъ сию вещь тайную, открыеть недостойным, ущепень есть сего свѣта и оного. Господи силам, уховай нас от сего, аминь.	Сказал Аристотель: «Посмотрел я письмо этого честного, и любимого, и мудрого царя, Александра справедливого. Господь в милосердии своем пусть направит тебя к истине, да избавит он тебя от греха плотского, благодаря чему ты достигнешь совершенства душевного и телесного. Ты пишешь мне вначале, сожалея очень о разлуке нашей, что нет меня рядом с тобой, и просишь меня тебе написать по порядку, чтобы было во всех делах твоих как бы равновесие и мера, чтобы это было тебе вместо меня. Но думаю, ты понимаешь, что я не подле тебя не потому, что я тебя не люблю, но потому, что не могу из-за своей старости. Я знаю — то, что ты хочешь, не могут вместить живые, а тем более мертвые. Но я обязан только исполнить просьбу твою по достоинству, чтобы ты не просил меня больше об этом. Так как дал тебе Бог мудрость и наделил тебя духом рассудительным и храбрым, внимательно присмотрись к наставлению моему, чтобы достичь осуществления желаний своих. Поистине мы указали на тайны, приоткрыв печати, притчами, чтобы осталась недоступна книга наша эта, оказавшись в руках недостойных, чтобы они не узнали того, чего им Бог не судил знать. А я бы тогда нарушил запрещение того, кто мне это открыл. Поэтому я и с тебя беру клятву, как и меня заставили поклясться в том, что я сохраню секрет. А кто, узнав эту вещь тайную, откроет ее недостойным, тот будет лишен этого света и будущего. Господь всесильный, сохрани нас от этого, аминь.
По сем поминаю ти напред всего, чим коли есми тебе тешивал, иже не убечи жадному царю 2 вещь:[9] 1 — крѣпость душевную, и не исповесться ему сей, но обема. Зан же, свед сия, и крепится государь рабу, а измѣною сих изьсилееть рабъ государя. Но искажю ти, чим собе ты обе речи изведешь. Ино извод сему 2 вещы: 1 — нутреняя, 2 — наверхнея. Наверхнея же — имения, оно же подпора тѣлу человеческому привѣзати душю водейством, ею же приставають к тобѣ народ, видячи справедливость и милосердие до себе. Нутреняя же — миловати и чествовати каждого мудрого шляхетного, иже их Господь знаменовалъ милосердием своим, открывая имъ тайницы свои. А не будешь ли мил сим написанным — не будешь милъ ничим иным. А про то жь даю ти тайну сию, иже исперва мышленыя мнится яко бы накозание, а нутрь ея — исполнение царское. Господи, помози руце твои чествовати премудрость и превозносити мудрых, аминь».	После этого напоминаю тебе прежде всего то, чему я некогда тебя учил, что не обойтись ни одному царю без двух вещей: из них первая — кротость душевная, и не достаточно ему одной, но нужны обе. Потому что, зная эти вещи, противостоит государь рабу, а если он изменит им, то пересилит раб государя. Но скажу тебе, как тебе обеих вещей достичь. Так вот, к достижению их ведут два пути: первый — внутренний, второй — внешний. Внешний же — богатство, которое помогает телу человеческому привязать душу к себе, также благодаря богатству подчиняется тебе народ, видя справедливость и милосердие по отношению к себе. Внутренний же — в том, чтобы расточать милости и почести каждому мудрому и благородному, которого Господь отметил милосердием своим, открывая им тайны свои. Если не будешь любезен им, следуя написанному, значит, не будешь любезен ничем другим. А потому даю тебе тайну эту, которая сначала кажется как будто вымышленным наставлением, а суть ее — утверждение царское. Господи, помоги внукам твоим почитать премудрость и превозносить мудрых, аминь».
КНИГА СИЯ ОСМЪ ГЛАВИЗЕНЬ:	В ЭТОЙ КНИГЕ ВОСЕМЬ ГЛАВ:
1. У колку члонковъ обычай царский.	1. Из чего состоит поведение царское.
2. Которыми обычаи вести ся ему пред народомъ, чтобы вложили надею свою в него, хваля житие его.	2. Каким образом ему вести себя перед народом, чтобы возложили надежду свою на него, прославляя жизнь его.
3. Которым обычаем водити ему шляхотных народи.	3. Каким образом руководить ему благородными людьми.
